SalePrice,LotArea,Bedroom,FullBath,GarageCars,YearBuilt,OverallQual,Neighborhood
299997,2319,6,2,3.0,1958.0,5,SawyerW
268826,2207,2,1,3.0,2002.0,4,College
214637,1664,4,2,0.0,2010.0,5,NAmes
147478,410,6,1,0.0,2024.0,3,College
237283,2160,2,1,3.0,2002.0,2,OldTown
207230,1397,3,1,3.0,1989.0,3,OldTown
129755,350,3,1,1.0,1955.0,3,SawyerW
219539,1764,3,1,1.0,,1,SawyerW
137671,455,5,2,0.0,1966.0,3,Crawfor
146728,592,2,2,1.0,1978.0,4,OldTown
241978,1056,6,2,0.0,1964.0,6,NAmes
291980,2391,3,1,2.0,1941.0,6,Crawfor
190861,1240,4,1,3.0,2016.0,3,SawyerW
221259,1690,3,1,0.0,1998.0,6,OldTown
301124,2724,3,1,0.0,2024.0,4,OldTown
324107,2616,6,1,3.0,1935.0,5,OldTown
235336,1428,3,2,0.0,1945.0,6,College
233020,1331,6,1,2.0,1961.0,5,NAmes
147669,617,4,2,,2020.0,3,OldTown
159793,1014,3,2,1.0,1979.0,3,College
258814,1798,6,2,1.0,1991.0,6,OldTown
253972,1777,3,1,0.0,1982.0,6,SawyerW
225410,1577,3,3,,1990.0,3,OldTown
281041,2196,6,1,1.0,1968.0,3,NAmes
132637,959,3,2,1.0,1996.0,1,SawyerW
238782,1461,6,3,2.0,1958.0,5,OldTown
196690,2012,2,3,,1977.0,1,SawyerW
264103,1909,2,2,0.0,1993.0,5,College
253502,2250,2,2,1.0,1987.0,5,College
236587,1778,4,2,1.0,1997.0,3,SawyerW
212339,1283,5,2,,1960.0,3,College
267476,1754,5,2,,1992.0,6,College
199717,798,4,3,1.0,1975.0,5,NAmes
121422,352,4,1,,1996.0,5,NAmes
256268,1906,6,1,3.0,2024.0,4,NAmes
205972,1461,6,2,0.0,1957.0,5,SawyerW
233670,1716,2,2,0.0,2016.0,5,NAmes
171973,350,4,3,1.0,1964.0,6,OldTown
171571,1244,3,1,1.0,1971.0,3,Crawfor
188313,1080,2,1,0.0,2024.0,4,OldTown
189047,895,5,2,1.0,2012.0,4,NAmes
116086,350,4,3,3.0,1999.0,1,NAmes
198758,1266,4,1,0.0,,5,College
210625,2128,4,1,3.0,2019.0,1,NAmes
213687,1767,2,2,,1962.0,3,Crawfor
231190,1079,6,2,3.0,1991.0,3,OldTown
200390,1490,3,1,3.0,1972.0,3,SawyerW
267783,2030,3,2,,1997.0,5,OldTown
142226,350,4,2,0.0,1975.0,5,SawyerW
187861,1413,3,1,2.0,2007.0,1,OldTown
280353,1880,4,2,2.0,1985.0,6,SawyerW
234694,1977,4,2,1.0,1967.0,3,OldTown
273559,2691,4,3,3.0,1983.0,3,College
275643,2295,2,1,3.0,1998.0,5,NAmes
208633,1719,3,3,0.0,2017.0,1,College
255243,1711,6,2,0.0,1979.0,6,Crawfor
296253,2051,6,2,3.0,1974.0,5,College
141960,1122,4,1,0.0,1992.0,1,OldTown
183624,1472,4,2,2.0,,3,Crawfor
236180,2134,3,3,2.0,1968.0,1,OldTown
337435,2870,5,1,1.0,1910.0,6,SawyerW
223803,1389,4,1,1.0,1993.0,6,Crawfor
213932,1466,4,1,0.0,1974.0,5,Crawfor
224958,1639,3,1,1.0,1973.0,4,SawyerW
245461,2440,2,2,0.0,2024.0,3,OldTown
215382,1479,6,1,3.0,1980.0,2,College
288472,2529,3,3,0.0,,5,College
119701,823,4,3,1.0,1942.0,2,College
212535,1370,2,2,3.0,1992.0,4,College
209771,1361,4,1,1.0,2007.0,5,OldTown
256518,2051,3,2,2.0,1991.0,5,OldTown
251168,2232,4,1,0.0,1979.0,3,NAmes
157222,443,3,2,0.0,2001.0,6,OldTown
149511,859,4,2,1.0,1986.0,1,SawyerW
246686,1736,3,2,1.0,2024.0,4,College
209302,1039,4,2,2.0,1991.0,5,SawyerW
140931,434,3,2,,1961.0,6,SawyerW
275560,2227,3,2,1.0,1925.0,6,College
245168,1846,3,2,2.0,1963.0,3,NAmes
217265,1845,4,3,1.0,1976.0,2,SawyerW
181066,1167,5,3,1.0,1948.0,3,NAmes
257145,2220,3,1,,1953.0,3,SawyerW
231711,1332,2,2,3.0,1934.0,5,NAmes
292899,2268,3,2,3.0,1952.0,5,NAmes
176766,862,2,3,2.0,1988.0,3,SawyerW
135584,902,4,3,1.0,1976.0,1,College
234417,1643,5,2,,1979.0,5,College
163988,1008,3,1,1.0,1975.0,3,OldTown
249592,1973,4,2,1.0,1978.0,4,SawyerW
214447,1682,4,1,2.0,2007.0,5,SawyerW
189187,854,4,3,1.0,2024.0,5,NAmes
204614,1551,6,2,0.0,2004.0,4,OldTown
247318,1254,3,3,3.0,2024.0,5,OldTown
305436,2141,4,3,0.0,1982.0,6,SawyerW
218837,1057,4,3,1.0,1984.0,4,SawyerW
207224,1193,6,2,1.0,2024.0,3,OldTown
281113,2348,3,2,0.0,1963.0,6,OldTown
321787,3067,6,1,0.0,1958.0,3,College
321188,2899,6,2,0.0,1981.0,5,College
233655,1544,4,1,0.0,1934.0,5,OldTown
225791,1653,5,2,,1928.0,5,OldTown
292280,2573,4,2,1.0,2020.0,5,OldTown
177952,1413,3,3,0.0,1953.0,1,OldTown
220579,817,5,3,1.0,1971.0,5,OldTown
180172,1582,2,2,1.0,1971.0,1,OldTown
280689,1816,2,3,1.0,1956.0,5,College
232867,920,6,1,0.0,2006.0,5,SawyerW
147472,350,5,2,2.0,2002.0,5,SawyerW
133959,494,3,1,1.0,2009.0,3,SawyerW
215898,1966,6,1,1.0,,2,College
206671,969,4,2,3.0,1987.0,5,OldTown
170889,1401,3,2,2.0,2024.0,1,OldTown
235922,1649,6,2,3.0,2015.0,3,OldTown
275721,1933,6,2,0.0,1967.0,5,Crawfor
231436,1266,5,3,0.0,1986.0,5,NAmes
219297,1849,4,3,2.0,1973.0,1,SawyerW
162798,877,6,2,1.0,2024.0,2,SawyerW
229056,1247,5,1,,,5,SawyerW
186531,783,4,2,1.0,2001.0,5,NAmes
316765,2292,5,3,,1983.0,6,OldTown
240109,1481,5,2,0.0,2002.0,6,NAmes
146583,982,2,3,,1956.0,1,SawyerW
192316,1253,4,1,1.0,1986.0,5,College
228942,1345,6,2,1.0,1983.0,4,College
251558,1990,3,1,0.0,,3,OldTown
149393,383,4,2,3.0,1963.0,3,College
139119,774,4,2,1.0,1998.0,3,Crawfor
206609,1235,4,1,1.0,1950.0,3,NAmes
325615,3273,3,2,1.0,1970.0,4,OldTown
206432,2169,4,2,1.0,,3,OldTown
212475,1422,5,3,2.0,1983.0,3,College
268166,1998,5,3,1.0,1968.0,4,OldTown
301098,2940,5,1,0.0,1954.0,3,OldTown
207559,1336,3,1,1.0,1956.0,3,SawyerW
231331,1244,2,3,1.0,1973.0,6,College
246286,2348,4,2,0.0,1958.0,2,SawyerW
228967,1846,3,1,1.0,1980.0,6,College
227315,1970,4,2,0.0,1946.0,4,Crawfor
182836,1144,3,2,1.0,1985.0,3,SawyerW
326899,2847,5,2,0.0,,5,OldTown
305846,2697,4,2,,1944.0,5,NAmes
203473,1896,4,3,1.0,1981.0,1,College
285912,1979,6,1,1.0,2019.0,6,College
107715,350,4,3,1.0,1990.0,3,College
218936,1946,6,3,1.0,2011.0,3,College
203060,1364,3,2,3.0,1921.0,3,College
266291,1804,6,3,1.0,1969.0,5,College
221250,1978,3,2,0.0,2024.0,3,OldTown
189235,1261,5,3,1.0,1968.0,5,Crawfor
148902,350,2,2,1.0,1996.0,5,OldTown
242830,1758,4,1,2.0,1926.0,6,College
223783,981,6,1,3.0,2016.0,5,College
156788,1269,3,2,0.0,2024.0,1,OldTown
153231,1077,3,3,0.0,1982.0,1,OldTown
227291,1261,3,2,0.0,1994.0,6,College
128747,350,2,2,3.0,1996.0,3,SawyerW
312465,2352,2,3,2.0,2024.0,6,College
217799,1677,3,1,1.0,1971.0,2,College
252273,2278,5,1,1.0,1934.0,2,SawyerW
316640,2886,3,3,1.0,2024.0,3,SawyerW
221542,1516,3,1,2.0,1949.0,5,College
120667,350,3,1,,2001.0,2,OldTown
132643,874,2,2,0.0,1914.0,1,SawyerW
142256,655,3,1,1.0,1971.0,4,College
181822,1149,3,1,0.0,1990.0,4,NAmes
218575,1556,4,3,3.0,1951.0,3,OldTown
152871,350,3,1,,1968.0,5,College
218193,1740,4,2,2.0,2002.0,2,College
178869,443,5,1,1.0,1963.0,5,OldTown
174640,1708,2,1,0.0,1999.0,1,NAmes
214196,1423,2,2,0.0,2024.0,5,OldTown
203257,1280,3,2,1.0,1923.0,6,NAmes
195589,1449,3,2,0.0,1994.0,3,NAmes
194401,1122,2,1,,2002.0,3,Crawfor
181490,1071,6,2,2.0,1974.0,1,OldTown
146128,350,2,1,0.0,2024.0,5,OldTown
220161,1479,5,2,0.0,2024.0,5,OldTown
280824,2792,2,2,3.0,1999.0,3,College
268549,2886,4,1,1.0,,1,Crawfor
237599,2425,3,2,0.0,1982.0,3,SawyerW
218618,1994,4,3,2.0,1950.0,2,OldTown
220547,1026,4,2,2.0,1998.0,5,OldTown
246851,2510,3,3,1.0,1969.0,2,SawyerW
249951,1461,2,1,0.0,1966.0,6,SawyerW
224472,1452,6,3,2.0,2017.0,5,OldTown
224968,1296,5,1,1.0,1977.0,5,SawyerW
210111,1564,5,2,3.0,2012.0,3,OldTown
174620,1195,4,1,3.0,,1,College
212066,1441,4,2,1.0,1970.0,5,OldTown
186586,741,5,2,3.0,1984.0,4,Crawfor
216507,1238,3,1,3.0,2024.0,5,College
277888,3096,4,3,0.0,,1,SawyerW
235266,1451,3,3,1.0,2007.0,5,OldTown
200887,1333,4,2,2.0,1963.0,1,College
236768,1873,3,2,0.0,1988.0,5,SawyerW
258188,1996,3,3,2.0,2008.0,3,SawyerW
183908,720,3,2,0.0,1956.0,6,Crawfor
206956,1355,4,3,2.0,1962.0,3,OldTown
273688,2143,2,2,1.0,2002.0,3,OldTown
227358,1689,5,2,,1949.0,5,College
192763,1585,3,2,0.0,,3,College
259136,2588,6,2,1.0,1993.0,3,NAmes
201831,1026,4,2,2.0,1980.0,5,College
199687,1558,2,2,1.0,2007.0,3,College
248285,1136,3,2,,1997.0,4,College
286283,2543,4,2,0.0,1989.0,4,SawyerW
173253,350,3,2,0.0,1938.0,5,College
210127,1031,3,2,0.0,1939.0,5,OldTown
208705,1130,3,2,3.0,1992.0,5,SawyerW
251137,1964,5,1,2.0,1936.0,3,OldTown
255712,1924,3,2,1.0,1985.0,3,NAmes
305382,2477,3,2,,1973.0,6,OldTown
111311,398,4,1,1.0,1957.0,1,College
276943,2025,5,2,1.0,1975.0,5,College
193127,1295,4,3,0.0,,5,Crawfor
198968,1034,5,2,0.0,1977.0,6,College
260376,1878,3,3,1.0,2020.0,5,College
202064,856,3,1,,1945.0,5,College
134919,350,5,2,3.0,1996.0,3,OldTown
213670,1241,5,2,1.0,1993.0,5,College
109844,452,4,1,1.0,2024.0,1,Crawfor
185041,1046,4,3,2.0,1954.0,3,Crawfor
207026,1760,4,1,1.0,,1,College
222590,1718,3,3,1.0,1960.0,3,Crawfor
273480,2611,4,3,1.0,1955.0,2,OldTown
209193,1360,3,2,1.0,1933.0,6,SawyerW
129380,427,5,3,1.0,1985.0,3,OldTown
195682,971,4,2,0.0,1956.0,5,College
130264,856,5,1,1.0,2006.0,2,College
163393,648,5,3,1.0,1995.0,3,College
191274,1805,5,2,0.0,1952.0,1,Crawfor
191854,1048,3,2,,1972.0,5,College
120666,350,4,1,0.0,2024.0,2,OldTown
250926,1988,5,2,0.0,1973.0,5,OldTown
187442,1422,5,2,0.0,1989.0,3,SawyerW
199962,1750,6,1,,,1,OldTown
190933,1574,3,2,2.0,1971.0,1,OldTown
292380,1942,4,3,1.0,1996.0,4,OldTown
159454,1527,4,2,0.0,2024.0,2,Crawfor
231705,2365,3,1,1.0,2017.0,1,College
212985,1797,3,2,0.0,1931.0,3,OldTown
233244,1774,4,2,0.0,2024.0,3,SawyerW
243868,1787,3,3,1.0,1977.0,5,College
140167,480,4,2,1.0,1966.0,6,SawyerW
231962,1385,2,1,1.0,1965.0,5,Crawfor
175179,1318,3,2,,2021.0,3,SawyerW
223753,1645,3,2,3.0,1994.0,3,College
101503,549,5,1,1.0,1980.0,1,Crawfor
239235,2644,2,2,0.0,1960.0,2,College
203041,1573,3,1,2.0,2003.0,3,College
155336,652,4,1,0.0,2019.0,3,NAmes
184479,350,4,3,3.0,1954.0,5,Crawfor
207462,1303,5,2,0.0,1951.0,5,SawyerW
242560,1437,6,2,,1973.0,5,College
172926,997,5,2,1.0,2002.0,3,College
212512,1564,3,3,3.0,1972.0,2,OldTown
187777,1051,2,3,1.0,1981.0,4,OldTown
263479,1886,2,2,0.0,1959.0,6,NAmes
189001,993,4,2,1.0,2021.0,5,College
215909,1473,2,1,1.0,1981.0,5,NAmes
279408,2185,5,1,1.0,1989.0,5,SawyerW
346975,3300,4,3,0.0,2017.0,5,SawyerW
161887,795,2,1,1.0,1978.0,5,NAmes
200133,1175,5,1,3.0,1983.0,1,College
137524,912,3,3,1.0,1996.0,1,SawyerW
252575,2049,6,1,,1972.0,3,College
147897,696,3,2,0.0,2024.0,3,College
235760,1161,4,1,1.0,1986.0,6,NAmes
149196,1479,4,2,1.0,1971.0,1,OldTown
203624,815,3,1,0.0,1975.0,5,Crawfor
180349,830,3,2,3.0,1952.0,4,Crawfor
137585,1167,2,1,0.0,2020.0,2,NAmes
158252,350,4,2,3.0,2024.0,4,College
180447,488,6,3,0.0,1977.0,3,College
191818,1211,3,2,1.0,,3,College
187961,1604,3,1,3.0,1920.0,2,College
179717,1370,4,2,3.0,1966.0,1,OldTown
204718,350,6,1,3.0,2010.0,6,NAmes
155538,1175,4,1,0.0,1960.0,3,NAmes
278702,2059,6,2,2.0,2009.0,5,College
215963,1889,4,2,1.0,2024.0,2,NAmes
272272,1445,5,1,1.0,1906.0,6,College
142829,879,3,1,1.0,1974.0,2,NAmes
282852,1942,4,3,1.0,1963.0,5,Crawfor
167112,1095,4,1,1.0,1967.0,3,SawyerW
119875,682,3,2,0.0,1930.0,2,Crawfor
231516,938,5,2,2.0,1975.0,6,SawyerW
262726,2514,3,1,,1947.0,2,SawyerW
195309,1654,5,2,1.0,2015.0,3,College
263325,2311,4,2,,2024.0,2,OldTown
201314,1164,2,1,0.0,1941.0,5,OldTown
272080,2157,2,3,1.0,1940.0,6,NAmes
187453,1079,6,1,,1969.0,3,OldTown
197886,1390,4,2,2.0,1977.0,2,SawyerW
303421,3240,4,1,0.0,1979.0,3,OldTown
243224,2037,5,2,0.0,2005.0,4,NAmes
170229,1149,3,2,3.0,1938.0,2,Crawfor
195123,1441,3,2,1.0,1964.0,3,SawyerW
184065,1728,4,2,0.0,1969.0,2,OldTown
291465,2347,4,2,2.0,1973.0,5,SawyerW
182996,1158,4,1,1.0,1953.0,5,College
111384,350,3,2,,1969.0,2,NAmes
187032,1304,4,2,0.0,1962.0,3,OldTown
215786,1511,3,3,1.0,2019.0,5,College
220696,1577,3,2,1.0,1969.0,3,Crawfor
283267,2422,3,3,,1918.0,2,NAmes
269656,1722,3,1,1.0,2000.0,6,Crawfor
223647,2069,4,2,1.0,1988.0,3,College
201872,729,3,2,0.0,1957.0,6,SawyerW
249250,2108,3,3,1.0,1955.0,3,Crawfor
296095,2967,5,1,0.0,1965.0,3,SawyerW
233301,2041,4,2,,2024.0,3,OldTown
214936,1677,4,1,1.0,1969.0,3,OldTown
274184,1608,4,3,3.0,2020.0,5,OldTown
309918,2751,2,3,2.0,2009.0,4,OldTown
176144,851,3,3,0.0,,5,OldTown
170466,1422,4,1,0.0,1993.0,2,College
253738,1822,3,2,3.0,1960.0,5,SawyerW
245578,2021,3,2,1.0,1904.0,3,NAmes
254882,1194,5,2,1.0,1961.0,6,College
191229,1715,2,2,0.0,1962.0,3,OldTown
208315,1305,6,2,,2011.0,4,Crawfor
232739,1584,6,2,0.0,2003.0,5,Crawfor
177772,1408,4,2,1.0,2016.0,2,Crawfor
129469,701,3,1,1.0,2000.0,1,OldTown
234231,1485,3,2,1.0,2017.0,5,SawyerW
265305,2114,4,3,1.0,2004.0,6,SawyerW
151077,823,4,3,1.0,1990.0,3,College
206292,1331,3,1,3.0,,2,OldTown
268455,1965,4,1,2.0,2024.0,5,Crawfor
152069,751,2,2,0.0,2024.0,3,College
206339,1628,6,1,0.0,1970.0,3,OldTown
140594,758,6,3,1.0,1982.0,1,College
237435,2294,3,2,1.0,1953.0,1,SawyerW
358326,3119,6,3,2.0,1953.0,6,OldTown
256496,2916,5,2,,1994.0,1,NAmes
220517,1347,3,3,1.0,1964.0,5,OldTown
286123,2018,3,2,3.0,2024.0,5,College
169171,1585,3,2,1.0,1916.0,1,College
265846,1571,4,1,2.0,,6,OldTown
289841,2583,3,2,0.0,1990.0,4,NAmes
128636,577,5,1,0.0,2019.0,3,College
248612,2239,3,3,0.0,1973.0,3,NAmes
196637,1466,6,1,1.0,2024.0,2,NAmes
282992,2486,4,1,,2007.0,4,College
251409,1631,3,2,0.0,1962.0,6,OldTown
176525,1029,5,3,3.0,1982.0,3,College
195569,1694,3,2,1.0,1999.0,3,OldTown
286268,2015,5,1,0.0,,6,NAmes
194796,1525,4,1,1.0,2015.0,2,OldTown
217392,1842,4,2,0.0,1975.0,2,SawyerW
164713,1135,2,1,3.0,,1,OldTown
173489,350,2,1,2.0,2009.0,5,College
254014,2130,4,2,3.0,1970.0,4,OldTown
247482,1989,3,1,,2014.0,3,NAmes
163573,1604,2,2,0.0,1927.0,1,SawyerW
241408,1548,4,1,1.0,2002.0,5,SawyerW
266551,2225,6,1,1.0,1924.0,2,OldTown
169160,1180,4,3,,2017.0,3,College
146824,1005,3,2,0.0,1966.0,1,NAmes
192794,1368,3,1,0.0,2020.0,4,SawyerW
277281,2332,4,1,3.0,2024.0,4,NAmes
166008,529,4,3,,1979.0,4,College
267108,2334,4,3,0.0,1964.0,5,OldTown
182102,1053,5,1,0.0,2022.0,5,Crawfor
198164,729,2,3,3.0,1948.0,5,College
241363,2382,2,1,1.0,2008.0,1,OldTown
222657,1432,6,1,1.0,1980.0,5,SawyerW
100736,590,3,1,2.0,,1,OldTown
247025,1249,5,2,0.0,1966.0,5,NAmes
301159,2152,3,3,1.0,2024.0,6,SawyerW
292062,2334,5,3,0.0,1935.0,5,College
188780,1201,6,1,3.0,1967.0,3,College
218839,1784,6,2,2.0,1997.0,2,College
236576,2000,3,3,0.0,2015.0,3,OldTown
166922,1049,4,3,1.0,2024.0,3,OldTown
223401,1749,2,1,1.0,2024.0,2,College
194065,1478,3,1,0.0,1968.0,3,OldTown
211921,1125,3,3,1.0,1994.0,5,OldTown
173348,1156,2,2,3.0,2018.0,3,College
232594,1547,4,2,1.0,2000.0,6,SawyerW
222669,1521,3,2,0.0,1937.0,6,College
183852,1104,3,1,2.0,,3,OldTown
223178,1202,4,3,1.0,2002.0,6,NAmes
251368,2279,5,2,0.0,1943.0,3,NAmes
241384,1650,6,2,1.0,1970.0,4,SawyerW
243095,2120,3,1,1.0,1983.0,3,SawyerW
308125,2341,5,1,1.0,,5,College
212869,1912,4,2,2.0,2024.0,1,NAmes
299331,3090,5,2,1.0,2019.0,3,SawyerW
131765,922,3,1,,1998.0,1,OldTown
267914,2066,4,1,2.0,,3,SawyerW
168329,1277,6,2,,1973.0,1,SawyerW
304150,2799,4,2,1.0,1967.0,4,SawyerW
275075,2690,3,2,1.0,1977.0,3,College
133725,350,2,3,1.0,1977.0,3,NAmes
203204,822,5,1,1.0,2014.0,6,SawyerW
237741,1965,2,1,1.0,2024.0,5,SawyerW
228062,2053,5,1,1.0,2000.0,2,OldTown
251912,2016,4,3,0.0,2013.0,3,OldTown
231443,1450,3,3,,2004.0,4,Crawfor
231327,1819,3,2,2.0,1992.0,2,College
225946,1957,2,1,1.0,2021.0,2,SawyerW
215039,1445,3,1,1.0,2017.0,5,OldTown
232870,2219,4,1,3.0,,1,SawyerW
162464,350,3,1,1.0,1981.0,5,SawyerW
239039,1944,4,1,1.0,2004.0,5,NAmes
167597,776,4,1,3.0,1969.0,3,Crawfor
223227,2171,4,2,,1991.0,2,College
187000,1340,3,2,1.0,2015.0,3,College
148148,878,5,2,1.0,1983.0,2,OldTown
198243,1762,5,2,1.0,1928.0,2,College
192083,862,4,2,,2004.0,5,College
190127,861,3,3,1.0,,6,Crawfor
108776,403,4,1,0.0,1943.0,2,College
237491,1481,3,3,,1939.0,6,SawyerW
197258,1848,4,1,0.0,2009.0,2,SawyerW
299021,2216,2,1,1.0,1924.0,6,OldTown
223277,1401,4,2,0.0,1981.0,6,OldTown
231587,2234,2,2,2.0,1992.0,1,College
163074,1513,3,1,0.0,1991.0,2,OldTown
204290,1435,4,1,1.0,1966.0,4,OldTown
244839,1901,3,1,,1982.0,5,NAmes
236644,2241,2,2,0.0,1989.0,3,SawyerW
178866,1261,3,2,1.0,1945.0,3,OldTown
226533,1329,6,1,1.0,2006.0,5,OldTown
227163,1387,3,1,1.0,2015.0,4,NAmes
222826,1558,6,2,0.0,1960.0,4,College
159994,870,3,2,,1963.0,3,College
276038,2220,2,2,1.0,1951.0,6,SawyerW
226661,1220,5,1,1.0,2016.0,3,SawyerW
252326,1824,2,1,,,3,Crawfor
196164,922,2,1,0.0,1970.0,6,OldTown
233720,1751,4,2,1.0,1931.0,3,NAmes
258378,1774,3,2,3.0,2021.0,6,College
182128,1206,4,1,1.0,1977.0,3,OldTown
280573,2915,4,1,0.0,1992.0,2,College
267665,1760,4,2,2.0,2024.0,6,OldTown
298762,2744,3,3,1.0,2005.0,5,OldTown
231685,2171,3,1,1.0,1950.0,3,OldTown
168483,1036,3,2,1.0,1998.0,2,SawyerW
182737,1232,5,1,1.0,,2,SawyerW
185845,1805,3,2,0.0,1958.0,3,OldTown
227171,1543,5,2,3.0,1954.0,3,College
209994,1535,4,2,2.0,1954.0,1,NAmes
185012,1300,5,1,1.0,2008.0,3,College
159817,350,4,2,1.0,1986.0,5,College
151369,1342,4,2,1.0,1953.0,1,Crawfor
173035,350,6,1,,,5,College
243548,1760,4,2,1.0,2006.0,6,College
177582,992,5,2,0.0,1959.0,5,SawyerW
185820,999,5,2,3.0,1937.0,3,OldTown
253431,1346,4,3,0.0,2019.0,5,College
234456,1691,4,2,1.0,2024.0,5,NAmes
119811,498,4,1,1.0,2024.0,3,SawyerW
141581,350,4,1,0.0,2014.0,4,NAmes
136404,754,3,1,0.0,1988.0,2,College
180681,350,4,2,1.0,1966.0,5,College
110389,823,3,2,0.0,1988.0,1,OldTown
279979,2614,4,2,1.0,2005.0,5,OldTown
158828,760,6,1,1.0,1979.0,3,OldTown
204749,1956,3,1,0.0,2013.0,1,OldTown
174387,540,2,1,1.0,,6,OldTown
281109,1709,4,1,3.0,2003.0,6,College
169024,1276,3,1,2.0,1904.0,3,College
158688,1458,4,1,0.0,,1,NAmes
242988,1898,4,2,1.0,2009.0,4,NAmes
315803,2729,6,1,1.0,2014.0,4,College
268405,1636,4,3,2.0,1997.0,6,SawyerW
189004,1587,2,1,0.0,2024.0,3,College
183243,819,3,3,3.0,2006.0,5,College
222068,1908,3,3,1.0,2006.0,1,College
247818,1328,6,2,2.0,1957.0,5,SawyerW
283309,2082,6,1,2.0,,2,Crawfor
210446,1469,3,2,,2008.0,4,NAmes
348138,2719,6,2,0.0,2024.0,6,OldTown
106013,350,4,3,1.0,2019.0,2,SawyerW
214063,1292,3,1,1.0,1986.0,6,OldTown
247204,2117,2,2,0.0,1990.0,5,SawyerW
177780,1255,6,3,0.0,1950.0,2,NAmes
163629,945,6,3,0.0,2003.0,3,SawyerW
172966,1314,5,2,2.0,1952.0,1,OldTown
153465,534,2,2,0.0,1976.0,5,College
223850,1583,4,2,2.0,,4,OldTown
305799,3208,3,2,,2024.0,2,SawyerW
293923,2302,4,2,3.0,2023.0,5,SawyerW
194572,724,6,2,0.0,1962.0,6,SawyerW
174480,889,4,3,,1942.0,1,College
179772,1217,6,1,0.0,1978.0,2,SawyerW
284531,2203,3,3,0.0,,6,OldTown
197897,925,6,1,1.0,1996.0,5,Crawfor
175072,1017,6,1,0.0,1995.0,3,Crawfor
286241,2119,5,1,,2004.0,6,OldTown
266612,2105,6,2,1.0,1955.0,5,SawyerW
188378,1238,3,3,0.0,1974.0,2,SawyerW
189797,718,3,1,0.0,1991.0,5,OldTown
173000,415,2,3,,1994.0,5,OldTown
192529,1011,5,1,1.0,1967.0,5,OldTown
126901,350,4,2,0.0,1974.0,5,SawyerW
218755,2025,3,2,,2009.0,2,OldTown
181153,1059,2,1,1.0,1933.0,4,College
264629,1837,3,3,1.0,1976.0,5,NAmes
287889,2808,6,1,0.0,1984.0,3,OldTown
250473,2321,2,1,0.0,1940.0,4,SawyerW
169035,694,2,2,1.0,1953.0,3,College
238768,2108,3,2,,1987.0,4,College
253404,2310,3,2,0.0,1968.0,2,College
152402,978,3,2,0.0,2016.0,1,College
136645,833,3,1,1.0,2003.0,3,NAmes
236161,1423,4,2,2.0,2024.0,5,SawyerW
150510,379,2,1,3.0,1947.0,5,College
280043,2530,6,2,1.0,2024.0,4,OldTown
129123,350,4,2,1.0,1964.0,5,College
111678,725,3,2,,2009.0,2,Crawfor
216889,1311,2,2,1.0,2013.0,5,NAmes
181024,1341,3,2,0.0,1990.0,3,OldTown
223135,1616,6,1,,1976.0,3,College
175794,1690,3,2,1.0,1966.0,1,College
183133,1350,4,1,0.0,1931.0,3,College
241300,2296,3,1,,1973.0,3,OldTown
120112,350,3,1,0.0,1958.0,5,OldTown
178627,1500,3,2,3.0,,2,College
227020,1000,5,2,2.0,1963.0,6,SawyerW
189759,1593,3,1,0.0,,2,SawyerW
195398,1655,5,2,1.0,1998.0,2,SawyerW
208085,862,6,2,1.0,1987.0,6,SawyerW
183636,1051,3,2,,1986.0,3,OldTown
262536,2055,3,1,,1978.0,3,OldTown
217401,1744,5,3,1.0,1972.0,3,College
208675,1024,6,3,1.0,1999.0,4,College
381006,2928,6,2,2.0,2006.0,6,College
331602,3116,2,1,0.0,1962.0,6,College
128583,476,4,1,0.0,2024.0,1,College
192792,1711,2,2,2.0,2003.0,4,OldTown
374516,3256,3,2,1.0,1937.0,6,NAmes
212079,2049,3,3,0.0,2024.0,1,Crawfor
225040,1655,6,3,1.0,2005.0,5,SawyerW
207055,1354,5,2,,1963.0,3,College
215364,1121,6,3,,,3,College
203658,1351,5,1,1.0,1906.0,2,Crawfor
210136,1114,3,1,0.0,2024.0,5,SawyerW
233017,2021,6,1,3.0,1941.0,1,SawyerW
166450,1221,2,1,,1937.0,3,SawyerW
170212,1191,3,2,2.0,1957.0,2,Crawfor
183853,658,6,2,1.0,1991.0,5,SawyerW
193275,1465,2,1,0.0,1973.0,3,OldTown
162803,874,4,3,1.0,2011.0,3,College
198053,1373,6,1,0.0,1960.0,3,Crawfor
293359,2229,3,2,0.0,2018.0,6,OldTown
240495,1756,4,2,3.0,1992.0,3,OldTown
263766,1853,4,2,1.0,1954.0,3,OldTown
276496,1749,4,3,0.0,2017.0,5,OldTown
209368,1541,3,1,1.0,1995.0,5,OldTown
208918,1411,2,2,1.0,1979.0,5,NAmes
203297,1285,6,3,,2024.0,4,SawyerW
252468,2031,2,2,1.0,1949.0,6,SawyerW
152263,741,3,1,0.0,,3,SawyerW
265962,2439,2,1,1.0,2024.0,5,College
225202,1524,3,2,1.0,1985.0,6,NAmes
183523,976,4,1,0.0,2007.0,5,OldTown
176591,1158,2,2,1.0,2004.0,2,College
203029,1026,3,2,1.0,1982.0,6,College
241091,1612,3,2,1.0,2005.0,6,SawyerW
204422,998,3,1,1.0,1955.0,5,NAmes
309977,2299,6,2,1.0,2005.0,6,SawyerW
171714,953,3,3,0.0,,3,SawyerW
178273,350,3,2,3.0,1985.0,5,College
